,Date,Envi,Fuji,Gala,type,region
7,4/2/2018,855815,340887,6655,conventional,Africa
8,28/1/2018,781165,187034,5597,conventional,Africa
9,21/1/2018,728035,216212,6292,conventional,Africa
10,14/1/2018,677478,316020,7862,conventional,Africa
11,7/1/2018,587440,258370,5544,conventional,Africa
0,25/3/2018,176287,222958,16541,conventional,Brazil
1,18/3/2018,163394,260748,15484,conventional,Brazil
2,11/3/2018,159389,205340,16599,conventional,Brazil
3,4/3/2018,192776,258653,15527,conventional,Brazil
4,25/2/2018,166753,254658,14153,conventional,Brazil
5,18/2/2018,159851,197245,12930,conventional,Brazil
6,11/2/2018,234996,251175,13754,conventional,Brazil
7,4/2/2018,234985,468889,11698,conventional,Brazil
8,28/1/2018,181752,215803,9804,conventional,Brazil
9,21/1/2018,147298,233969,14834,conventional,Brazil
10,14/1/2018,178992,323916,11964,conventional,Brazil
11,7/1/2018,184830,292349,14102,conventional,Brazil
0,25/3/2018,2947,85214,63349,conventional,France
1,18/3/2018,3262,64301,35088,conventional,France
2,11/3/2018,3196,75174,55327,conventional,France
3,4/3/2018,2688,54300,29573,conventional,France
4,25/2/2018,2534,86122,63729,conventional,France
5,18/2/2018,1921,46211,26233,conventional,France
6,11/2/2018,3619,80530,42489,conventional,France
7,4/2/2018,4371,193222,143538,conventional,France
8,28/1/2018,2938,86846,30070,conventional,France
9,21/1/2018,2991,143929,137322,conventional,France
10,14/1/2018,2445,60929,30487,conventional,France
11,7/1/2018,2866,75494,45133,conventional,France
0,25/3/2018,860997,1144066,459002,conventional,Greece
1,18/3/2018,784916,952233,348178,conventional,Greece
2,11/3/2018,741349,1112605,380230,conventional,Greece
3,4/3/2018,753405,984161,246085,conventional,Greece
4,25/2/2018,663043,1184035,408305,conventional,Greece
5,18/2/2018,639057,856104,251049,conventional,Greece
6,11/2/2018,998860,1221483,336457,conventional,Greece
7,4/2/2018,1410648,2875748,667142,conventional,Greece
8,28/1/2018,818435,1243174,259671,conventional,Greece
9,21/1/2018,939694,1678616,599358,conventional,Greece
10,14/1/2018,778207,1040628,294793,conventional,Greece
11,7/1/2018,1112028,1238993,350649,conventional,Greece
0,25/3/2018,87782,137599,132,conventional,Turkey
1,18/3/2018,75912,121946,200,conventional,Turkey
2,11/3/2018,65731,115236,174,conventional,Turkey
3,4/3/2018,65789,130047,151,conventional,Turkey
4,25/2/2018,63583,127685,167,conventional,Turkey
5,18/2/2018,67139,129857,111,conventional,Turkey
6,11/2/2018,77586,165153,116,conventional,Turkey
7,4/2/2018,92063,211176,158,conventional,Turkey
8,28/1/2018,101248,112797,130,conventional,Turkey
9,21/1/2018,125848,136876,168,conventional,Turkey
10,14/1/2018,80068,121405,189,conventional,Turkey
11,7/1/2018,57547,128633,71,conventional,Turkey
0,25/3/2018,17715,243023,242,conventional,Japan
1,18/3/2018,16506,218357,218,conventional,Japan
2,11/3/2018,17765,215834,183,conventional,Japan
3,4/3/2018,15616,347650,273,conventional,Japan
4,25/2/2018,13662,196777,314,conventional,Japan
5,18/2/2018,11151,209792,213,conventional,Japan
6,11/2/2018,14676,270216,208,conventional,Japan
7,4/2/2018,11606,345582,1101,conventional,Japan
8,28/1/2018,7854,360244,237,conventional,Japan
9,21/1/2018,8066,407712,175,conventional,Japan
10,14/1/2018,6006,215892,129,conventional,Japan
11,7/1/2018,5732,214935,136,conventional,Japan
0,25/3/2018,837701,162473,4190,conventional,Netherland
1,18/3/2018,630826,184826,4011,conventional,Netherland
2,11/3/2018,614152,162270,4184,conventional,Netherland
3,4/3/2018,701418,176207,3827,conventional,Netherland
4,25/2/2018,855571,147837,3976,conventional,Netherland
5,18/2/2018,931554,160780,4045,conventional,Netherland
6,11/2/2018,801391,156459,4407,conventional,Netherland
7,4/2/2018,952747,300383,7990,conventional,Netherland
8,28/1/2018,832419,103716,17666,conventional,Netherland
9,21/1/2018,651433,153445,10598,conventional,Netherland
10,14/1/2018,548774,292562,6066,conventional,Netherland
11,7/1/2018,658829,171365,3656,conventional,Netherland
0,25/3/2018,76055,122475,6496,conventional,Indonesia
1,18/3/2018,76056,92589,7007,conventional,Indonesia
2,11/3/2018,61234,91407,8060,conventional,Indonesia
3,4/3/2018,83041,107505,6521,conventional,Indonesia
4,25/2/2018,76253,109855,6643,conventional,Indonesia
5,18/2/2018,60957,107434,6231,conventional,Indonesia
6,11/2/2018,89138,145487,5019,conventional,Indonesia
7,4/2/2018,80028,212175,6000,conventional,Indonesia
8,28/1/2018,70883,110000,5322,conventional,Indonesia
9,21/1/2018,78984,100814,6256,conventional,Indonesia
10,14/1/2018,79986,96281,7841,conventional,Indonesia
11,7/1/2018,78921,113033,7516,conventional,Indonesia
0,25/3/2018,1007972,439941,63511,conventional,Vietnam
1,18/3/2018,1116865,700177,62395,conventional,Vietnam
2,11/3/2018,1152657,373411,72380,conventional,Vietnam
3,4/3/2018,985768,371412,77532,conventional,Vietnam
4,25/2/2018,1191843,462948,74822,conventional,Vietnam
5,18/2/2018,1148398,357521,74812,conventional,Vietnam
6,11/2/2018,1497227,412653,79663,conventional,Vietnam
7,4/2/2018,2532501,965717,93807,conventional,Vietnam
8,28/1/2018,1134192,707838,81297,conventional,Vietnam
9,21/1/2018,1230414,364552,82844,conventional,Vietnam
10,14/1/2018,1104368,403918,101443,conventional,Vietnam
11,7/1/2018,1275098,354221,91231,conventional,Vietnam
0,25/3/2018,63906,908654,843,conventional,Portugal
1,18/3/2018,73760,911098,613,conventional,Portugal
2,11/3/2018,64008,883442,829,conventional,Portugal
3,4/3/2018,62329,1324580,755,conventional,Portugal
4,25/2/2018,76603,841320,852,conventional,Portugal
5,18/2/2018,87284,909951,886,conventional,Portugal
6,11/2/2018,169218,1319012,1222,conventional,Portugal
7,4/2/2018,96085,2250967,3253,conventional,Portugal
8,28/1/2018,82653,1501055,746,conventional,Portugal
9,21/1/2018,46444,1642533,1165,conventional,Portugal
10,14/1/2018,39682,818052,1338,conventional,Portugal
11,7/1/2018,39884,866953,574,conventional,Portugal
0,27/12/2015,8,89,0,organic,Spain
1,20/12/2015,30,172,0,organic,Spain
2,13/12/2015,10,179,0,organic,Spain
3,6/12/2015,90,104,0,organic,Spain
4,29/11/2015,0,95,0,organic,Spain
5,22/11/2015,14,84,0,organic,Spain
6,15/11/2015,21,238,0,organic,Spain
7,8/11/2015,20,351,0,organic,Spain
8,1/11/2015,11,138,0,organic,Spain
9,25/10/2015,49,149,0,organic,Spain
10,18/10/2015,10,158,0,organic,Spain
11,11/10/2015,29,88,0,organic,Spain
12,4/10/2015,6,165,0,organic,Spain
13,27/9/2015,14,140,0,organic,Spain
14,20/9/2015,43,228,0,organic,Spain
15,13/9/2015,14,105,0,organic,Spain
16,6/9/2015,30,96,0,organic,Spain
17,30/8/2015,17,65,0,organic,Spain
18,23/8/2015,24,98,0,organic,Spain
19,16/8/2015,25,168,0,organic,Spain
20,9/8/2015,80,107,0,organic,Spain
21,2/8/2015,18,104,0,organic,Spain
22,26/7/2015,99,165,0,organic,Spain
23,19/7/2015,51,112,0,organic,Spain
24,12/7/2015,34,92,0,organic,Spain
25,5/7/2015,51,184,0,organic,Spain
26,28/6/2015,22,125,0,organic,Spain
27,21/6/2015,18,108,0,organic,Spain
28,14/6/2015,79,211,0,organic,Spain
29,7/6/2015,26,126,0,organic,Spain
30,31/5/2015,82,105,0,organic,Spain
31,24/5/2015,24,184,0,organic,Spain
32,17/5/2015,20,213,0,organic,Spain
33,10/5/2015,47,524,0,organic,Spain
34,3/5/2015,58,131,0,organic,Spain
35,26/4/2015,27,31,0,organic,Spain
36,19/4/2015,18,102,0,organic,Spain
37,12/4/2015,52,93,0,organic,Spain
38,5/4/2015,16,203,0,organic,Spain
39,29/3/2015,25,173,0,organic,Spain
40,22/3/2015,41,327,0,organic,Spain
41,15/3/2015,19,165,0,organic,Spain
42,8/3/2015,50,331,0,organic,Spain
43,1/3/2015,33,105,0,organic,Spain
44,22/2/2015,11,32,0,organic,Spain
45,15/2/2015,23,83,0,organic,Spain
46,8/2/2015,27,153,0,organic,Spain
47,1/2/2015,33,99,0,organic,Spain
48,25/1/2015,15,149,0,organic,Spain
49,18/1/2015,8,179,0,organic,Spain
50,11/1/2015,39,305,0,organic,Spain
51,4/1/2015,57,154,0,organic,Spain
0,27/12/2015,1366,1653,0,organic,China
1,20/12/2015,2001,1926,0,organic,China
2,13/12/2015,1589,1582,0,organic,China
3,6/12/2015,1359,1736,0,organic,China
4,29/11/2015,1341,2104,0,organic,China
5,22/11/2015,1766,2096,0,organic,China
6,15/11/2015,1643,1662,0,organic,China
7,8/11/2015,1905,2048,0,organic,China
8,1/11/2015,2074,2537,0,organic,China
9,25/10/2015,2441,2685,0,organic,China
10,18/10/2015,2169,2870,0,organic,China
11,11/10/2015,2388,3378,0,organic,China
12,4/10/2015,2744,3551,0,organic,China
13,27/9/2015,2233,3021,0,organic,China
14,20/9/2015,2379,3304,0,organic,China
15,13/9/2015,2340,3396,0,organic,China
16,6/9/2015,2522,3852,0,organic,China
17,30/8/2015,2350,3534,0,organic,China
18,23/8/2015,2494,3862,0,organic,China
19,16/8/2015,1954,3336,0,organic,China
20,9/8/2015,2291,2855,0,organic,China
21,2/8/2015,1982,2628,0,organic,China
22,26/7/2015,2287,2469,0,organic,China
23,19/7/2015,1571,2222,0,organic,China
24,12/7/2015,1501,2209,0,organic,China
25,5/7/2015,1577,2748,0,organic,China
26,28/6/2015,1897,2307,0,organic,China
27,21/6/2015,1805,2661,0,organic,China
28,14/6/2015,1647,2236,0,organic,China
29,7/6/2015,1468,1865,0,organic,China
30,31/5/2015,1745,2485,0,organic,China
31,24/5/2015,1705,2707,0,organic,China
32,17/5/2015,2076,2105,0,organic,China
33,10/5/2015,1878,2479,0,organic,China
34,3/5/2015,1326,2651,0,organic,China
35,26/4/2015,1628,2752,0,organic,China
36,19/4/2015,1820,4095,0,organic,China
37,12/4/2015,1900,4739,0,organic,China
38,5/4/2015,1595,3073,0,organic,China
39,29/3/2015,2016,2847,0,organic,China
40,22/3/2015,1891,4197,0,organic,China
41,15/3/2015,2005,9249,0,organic,China
42,8/3/2015,1579,11705,0,organic,China
43,1/3/2015,1683,12003,0,organic,China
44,22/2/2015,1781,7973,0,organic,China
45,15/2/2015,1450,5216,0,organic,China
46,8/2/2015,1716,8656,0,organic,China
47,1/2/2015,1565,4211,0,organic,China
48,25/1/2015,1579,735,0,organic,China
49,18/1/2015,2139,989,0,organic,China
50,11/1/2015,1614,1208,0,organic,China
51,4/1/2015,1500,938,0,organic,China
0,27/12/2015,364,5263,318,organic,USA
1,20/12/2015,504,4702,419,organic,USA
2,13/12/2015,551,4511,337,organic,USA
3,6/12/2015,433,4365,445,organic,USA
4,29/11/2015,536,5921,432,organic,USA
5,22/11/2015,587,6337,460,organic,USA
6,15/11/2015,1133,4773,459,organic,USA
7,8/11/2015,2701,2975,567,organic,USA
8,1/11/2015,3323,4106,688,organic,USA
9,25/10/2015,999,6750,769,organic,USA
10,18/10/2015,772,6015,685,organic,USA
11,11/10/2015,460,5640,598,organic,USA
12,4/10/2015,452,6092,667,organic,USA
13,27/9/2015,429,4775,617,organic,USA
14,20/9/2015,1462,6347,520,organic,USA
15,13/9/2015,1450,5418,698,organic,USA
16,6/9/2015,2635,5041,718,organic,USA
17,30/8/2015,2524,5164,715,organic,USA
18,23/8/2015,4289,3541,635,organic,USA
19,16/8/2015,4473,3522,865,organic,USA
20,9/8/2015,3947,4110,836,organic,USA
21,2/8/2015,3888,3336,719,organic,USA
22,26/7/2015,3682,3167,600,organic,USA
23,19/7/2015,2231,2169,650,organic,USA
24,12/7/2015,4829,2708,760,organic,USA
25,5/7/2015,6640,3114,902,organic,USA
26,28/6/2015,5562,2729,882,organic,USA
27,21/6/2015,5224,2874,714,organic,USA
28,14/6/2015,5819,2944,956,organic,USA
29,7/6/2015,5561,3116,1042,organic,USA
30,31/5/2015,5803,3269,1061,organic,USA
31,24/5/2015,6716,3801,993,organic,USA
32,17/5/2015,6095,7359,3915,organic,USA
33,10/5/2015,6024,2924,1129,organic,USA
34,3/5/2015,6667,3756,1164,organic,USA
35,26/4/2015,6339,3106,816,organic,USA
36,19/4/2015,8223,3999,865,organic,USA
37,12/4/2015,7671,3634,864,organic,USA
38,5/4/2015,8145,3200,708,organic,USA
39,29/3/2015,7578,3598,787,organic,USA
40,22/3/2015,10884,4513,758,organic,USA
41,15/3/2015,6527,3391,745,organic,USA
42,8/3/2015,6590,3908,745,organic,USA
43,1/3/2015,7387,4112,733,organic,USA
44,22/2/2015,12845,5815,668,organic,USA
45,15/2/2015,5710,3782,778,organic,USA
46,8/2/2015,6050,4361,745,organic,USA
47,1/2/2015,14635,8013,668,organic,USA
48,25/1/2015,8097,5023,528,organic,USA
49,18/1/2015,8149,4725,660,organic,USA
50,11/1/2015,12258,7095,490,organic,USA
51,4/1/2015,8041,6557,657,organic,USA
0,27/12/2015,16,508,0,organic,UK
1,20/12/2015,10,409,0,organic,UK
2,13/12/2015,26,739,3,organic,UK
3,6/12/2015,12,534,0,organic,UK
4,29/11/2015,3,418,0,organic,UK
5,22/11/2015,8,724,3,organic,UK
6,15/11/2015,17,538,0,organic,UK
7,8/11/2015,13,733,0,organic,UK
8,1/11/2015,3,1412,4,organic,UK
9,25/10/2015,14,691,4,organic,UK
10,18/10/2015,10,836,0,organic,UK
11,11/10/2015,9,1161,0,organic,UK
12,4/10/2015,12,1456,0,organic,UK
13,27/9/2015,18,822,0,organic,UK
14,20/9/2015,19,723,0,organic,UK
15,13/9/2015,10,857,0,organic,UK
16,6/9/2015,9,814,0,organic,UK
17,30/8/2015,9,2789,0,organic,UK
18,23/8/2015,8,794,0,organic,UK
19,16/8/2015,5,1895,0,organic,UK
20,9/8/2015,22,1098,0,organic,UK
21,2/8/2015,13,972,0,organic,UK
22,26/7/2015,27,1201,0,organic,UK
23,19/7/2015,37,2527,0,organic,UK
24,12/7/2015,8,1091,0,organic,UK
25,5/7/2015,12,1359,0,organic,UK
26,28/6/2015,16,2465,0,organic,UK
27,21/6/2015,7,1658,0,organic,UK
28,14/6/2015,20,1161,0,organic,UK
29,7/6/2015,3,1262,0,organic,UK
30,31/5/2015,19,2374,0,organic,UK
31,24/5/2015,45,1108,0,organic,UK
32,17/5/2015,23,1010,0,organic,UK
33,10/5/2015,26,959,0,organic,UK
34,3/5/2015,22,738,0,organic,UK
35,26/4/2015,9,1579,0,organic,UK
36,19/4/2015,5,1138,0,organic,UK
37,12/4/2015,5,3290,0,organic,UK
38,5/4/2015,6,1216,0,organic,UK
39,29/3/2015,9,3776,0,organic,UK
40,22/3/2015,1,3429,0,organic,UK
41,15/3/2015,0,1210,0,organic,UK
42,8/3/2015,10,3799,0,organic,UK
43,1/3/2015,2,945,0,organic,UK
44,22/2/2015,1,813,0,organic,UK
45,15/2/2015,11,892,0,organic,UK
46,8/2/2015,14,2832,0,organic,UK
47,1/2/2015,0,999,0,organic,UK
48,25/1/2015,1,858,0,organic,UK
49,18/1/2015,9,2513,0,organic,UK
50,11/1/2015,0,1923,0,organic,UK
51,4/1/2015,1,1130,0,organic,UK
0,27/12/2015,10,776,40,organic,Italy
1,20/12/2015,27,511,62,organic,Italy
2,13/12/2015,18,434,252,organic,Italy
3,6/12/2015,38,467,0,organic,Italy
4,29/11/2015,11,388,0,organic,Italy
5,22/11/2015,71,395,0,organic,Italy
6,15/11/2015,7,534,0,organic,Italy
7,8/11/2015,13,487,0,organic,Italy
8,1/11/2015,15,575,0,organic,Italy
9,25/10/2015,11,407,0,organic,Italy
10,18/10/2015,20,489,0,organic,Italy
11,11/10/2015,12,386,0,organic,Italy
12,4/10/2015,14,648,0,organic,Italy
13,27/9/2015,15,758,0,organic,Italy
14,20/9/2015,16,1124,0,organic,Italy
15,13/9/2015,14,1299,0,organic,Italy
16,6/9/2015,58,1243,0,organic,Italy
17,30/8/2015,21,1081,0,organic,Italy
18,23/8/2015,41,1201,0,organic,Italy
19,16/8/2015,297,1041,0,organic,Italy
20,9/8/2015,185,1066,0,organic,Italy
21,2/8/2015,116,1353,0,organic,Italy
22,26/7/2015,99,1957,0,organic,Italy
23,19/7/2015,19,2152,0,organic,Italy
24,12/7/2015,20,1646,0,organic,Italy
25,5/7/2015,2,1530,0,organic,Italy
26,28/6/2015,13,1626,0,organic,Italy
27,21/6/2015,83,1124,0,organic,Italy
28,14/6/2015,72,1019,0,organic,Italy
29,7/6/2015,68,1200,0,organic,Italy
30,31/5/2015,46,1124,0,organic,Italy
31,24/5/2015,28,1052,0,organic,Italy
32,17/5/2015,54,1651,0,organic,Italy
33,10/5/2015,76,1275,0,organic,Italy
34,3/5/2015,20,1935,0,organic,Italy
35,26/4/2015,4,957,0,organic,Italy
36,19/4/2015,13,912,0,organic,Italy
37,12/4/2015,44,916,0,organic,Italy
38,5/4/2015,75,933,0,organic,Italy
39,29/3/2015,22,745,0,organic,Italy
40,22/3/2015,6,1119,0,organic,Italy
41,15/3/2015,19,904,0,organic,Italy
42,8/3/2015,29,945,0,organic,Italy
43,1/3/2015,8,933,0,organic,Italy
44,22/2/2015,76,1063,0,organic,Italy
45,15/2/2015,19,679,0,organic,Italy
46,8/2/2015,15,949,0,organic,Italy
47,1/2/2015,12,1309,0,organic,Italy
48,25/1/2015,3,760,0,organic,Italy
49,18/1/2015,4,834,0,organic,Italy
50,11/1/2015,13,956,0,organic,Italy
51,4/1/2015,9,939,0,organic,Italy
0,27/12/2015,0,166,0,organic,Russia
1,20/12/2015,2,152,0,organic,Russia
2,13/12/2015,0,131,0,organic,Russia
3,6/12/2015,17,103,0,organic,Russia
4,29/11/2015,17,130,0,organic,Russia
5,22/11/2015,13,120,0,organic,Russia
6,15/11/2015,2,118,0,organic,Russia
7,8/11/2015,2,141,0,organic,Russia
8,1/11/2015,14,93,0,organic,Russia
9,25/10/2015,20,124,0,organic,Russia
10,18/10/2015,14,159,0,organic,Russia
11,11/10/2015,17,47,0,organic,Russia
12,4/10/2015,30,177,0,organic,Russia
13,27/9/2015,11,71,0,organic,Russia
14,20/9/2015,33,127,0,organic,Russia
15,13/9/2015,19,140,0,organic,Russia
16,6/9/2015,14,92,0,organic,Russia
17,30/8/2015,21,124,0,organic,Russia
18,23/8/2015,19,181,0,organic,Russia
19,16/8/2015,46,154,0,organic,Russia
20,9/8/2015,31,189,0,organic,Russia
21,2/8/2015,79,154,0,organic,Russia
22,26/7/2015,80,155,0,organic,Russia
23,19/7/2015,56,123,0,organic,Russia
24,12/7/2015,90,104,0,organic,Russia
25,5/7/2015,70,150,0,organic,Russia
26,28/6/2015,50,125,0,organic,Russia
27,21/6/2015,57,127,0,organic,Russia
28,14/6/2015,72,138,0,organic,Russia
29,7/6/2015,46,167,0,organic,Russia
30,31/5/2015,43,173,0,organic,Russia
31,24/5/2015,33,170,0,organic,Russia
32,17/5/2015,31,196,0,organic,Russia
33,10/5/2015,33,184,0,organic,Russia
34,3/5/2015,63,168,0,organic,Russia
35,26/4/2015,29,205,0,organic,Russia
36,19/4/2015,38,156,0,organic,Russia
37,12/4/2015,30,145,0,organic,Russia
38,5/4/2015,16,131,0,organic,Russia
39,29/3/2015,14,128,0,organic,Russia
40,22/3/2015,0,148,0,organic,Russia
41,15/3/2015,5,130,0,organic,Russia
42,8/3/2015,9,95,0,organic,Russia
43,1/3/2015,17,126,0,organic,Russia
44,22/2/2015,33,92,0,organic,Russia
45,15/2/2015,13,124,0,organic,Russia
46,8/2/2015,25,116,0,organic,Russia
47,1/2/2015,19,102,0,organic,Russia
48,25/1/2015,16,91,0,organic,Russia
49,18/1/2015,92,137,0,organic,Russia
50,11/1/2015,0,144,0,organic,Russia
51,4/1/2015,0,60,0,organic,Russia
0,27/12/2015,14307,50894,0,organic,NewZealand
1,20/12/2015,12746,48196,2,organic,NewZealand
2,13/12/2015,13609,46519,3,organic,NewZealand
3,6/12/2015,17840,47528,2,organic,NewZealand
4,29/11/2015,13195,48229,0,organic,NewZealand
5,22/11/2015,14803,51283,0,organic,NewZealand
6,15/11/2015,16245,59089,0,organic,NewZealand
7,8/11/2015,17075,62469,0,organic,NewZealand
8,1/11/2015,20050,63408,0,organic,NewZealand
9,25/10/2015,20903,66867,0,organic,NewZealand
10,18/10/2015,15960,48820,3,organic,NewZealand
11,11/10/2015,14400,48933,3,organic,NewZealand
12,4/10/2015,18415,57015,0,organic,NewZealand
13,27/9/2015,20639,50992,0,organic,NewZealand
